Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
amine metabolic process (GO:0009308)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	AOC3
regulation of activation of Janus kinase activity (GO:0010533)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	IL23R
aromatic compound biosynthetic process (GO:0019438)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	PSAT1
regulation of ATPase-coupled calcium transmembrane transporter activity (GO:1901894)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	RYR2
cardiac muscle hypertrophy (GO:0003300)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	RYR2
regulation of collateral sprouting (GO:0048670)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	NGF
regulation of dopamine receptor signaling pathway (GO:0060159)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	RGS8
cellular response to epinephrine stimulus (GO:0071872)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	RYR2
regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902253)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	EIF5A
regulation of microvillus organization (GO:0032530)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	CDHR5
depyrimidination (GO:0045008)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	UNG
regulation of nitrogen compound metabolic process (GO:0051171)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	MFSD2A
regulation of potassium ion import (GO:1903286)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	ATP1B1
regulation of protein glycosylation (GO:0060049)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	MT3
regulation of protein localization to chromatin (GO:1905634)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	CDCA5
entry of bacterium into host cell (GO:0035635)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	CDH1
regulation of striated muscle tissue development (GO:0016202)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	CENPF
regulation of toll-like receptor 3 signaling pathway (GO:0034139)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	F2RL1
regulation of transcription from RNA polymerase II promoter in response to oxidative stress (GO:0043619)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	MT3
regulation of vascular wound healing (GO:0061043)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	SERPINE1
glyoxylate metabolic process (GO:0046487)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	AGXT
response to epinephrine (GO:0071871)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	RYR2
sequestering of BMP from receptor via BMP binding (GO:0038098)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	CHRDL1
isoprenoid metabolic process (GO:0006720)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	PDSS1
kidney mesenchyme development (GO:0072074)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	SIX2
skeletal myofibril assembly (GO:0014866)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	ACTA1
somatic hypermutation of immunoglobulin genes (GO:0016446)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	POLQ
lens fiber cell development (GO:0070307)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	WNT5B
lens fiber cell differentiation (GO:0070306)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	WNT5B
spermidine metabolic process (GO:0008216)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	SRM
telomeric D-loop disassembly (GO:0061820)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	RECQL4
mitochondrial DNA replication (GO:0006264)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	DNA2
U4 snRNA 3'-end processing (GO:0034475)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	EXOSC2
vascular associated smooth muscle contraction (GO:0014829)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	ACTA2
monoamine transport (GO:0015844)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	SLC6A4
multi-ciliated epithelial cell differentiation (GO:1903251)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	PLK4
myeloid leukocyte mediated immunity (GO:0002444)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	IL6
negative regulation of amyloid-beta clearance (GO:1900222)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	MYOCD
negative regulation of B cell apoptotic process (GO:0002903)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	AURKB
negative regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000562)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	LGALS7
negative regulation of fatty acid oxidation (GO:0046322)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	MFSD2A
negative regulation of mitochondrial fusion (GO:0010637)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	TFRC
negative regulation of mitotic nuclear division (GO:0045839)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	FBXO5
negative regulation of muscle cell apoptotic process (GO:0010656)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	IGF1
negative regulation of neuron projection regeneration (GO:0070571)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	THY1
neurotransmitter reuptake (GO:0098810)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	SLC6A4
peptidyl-proline hydroxylation to 4-hydroxy-L-proline (GO:0018401)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	P4HTM
positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	MYB
positive regulation of defense response to bacterium (GO:1900426)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	CYBA
positive regulation of execution phase of apoptosis (GO:1900119)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	BOK
positive regulation of extracellular matrix disassembly (GO:0090091)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	IL6
positive regulation of glial cell migration (GO:1903977)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	P2RY12
positive regulation of isomerase activity (GO:0010912)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	UHRF1
positive regulation of membrane invagination (GO:1905155)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	F2RL1
positive regulation of T-helper 2 cell cytokine production (GO:2000553)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	IL6
pre-replicative complex assembly involved in nuclear cell cycle DNA replication (GO:0006267)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	MCM5
protein localization to microtubule (GO:0035372)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	KIF20B
protein localization to microtubule cytoskeleton (GO:0072698)	1/8	0.32395177130428104	0.9999946032599348	0	0	2.8508535489667564	3.2133698773556967	KIF20B
regulation of chemokine production (GO:0032642)	3/42	0.32478201713717164	0.9999946032599348	0	0	1.5357142857142858	1.7270658800688221	CD74;IL6;F2RL1
regulation of DNA recombination (GO:0000018)	3/42	0.32478201713717164	0.9999946032599348	0	0	1.5357142857142858	1.7270658800688221	RAD51AP1;RAD51;KPNA2
regulation of nervous system development (GO:0051960)	3/42	0.32478201713717164	0.9999946032599348	0	0	1.5357142857142858	1.7270658800688221	NKX6-2;KIF14;HMGB2
translesion synthesis (GO:0019985)	3/42	0.32478201713717164	0.9999946032599348	0	0	1.5357142857142858	1.7270658800688221	USP43;PCLAF;DTL
positive regulation of ATPase activity (GO:0032781)	3/42	0.32478201713717164	0.9999946032599348	0	0	1.5357142857142858	1.7270658800688221	RYR2;UHRF1;ATP1B1
potassium ion import across plasma membrane (GO:1990573)	3/42	0.32478201713717164	0.9999946032599348	0	0	1.5357142857142858	1.7270658800688221	KCNJ14;ATP1B1;SLC12A8
regulation of ion transport (GO:0043269)	5/79	0.32552173936397966	0.9999946032599348	0	0	1.3492887624466572	1.5143419027292309	SYT12;KCNJ14;SYT8;SYT7;SYT6
regulation of peptidyl-serine phosphorylation (GO:0033135)	6/98	0.32642327011877603	0.9999946032599348	0	0	1.3024923260182344	1.4582187841577023	BCAR3;IL6;RAMP3;TFRC;NTRK3;NGF
positive regulation of DNA biosynthetic process (GO:2000573)	4/61	0.3326509039880069	0.9999946032599348	0	0	1.4011474532809416	1.5421893032186391	DKC1;NEK2;CHTF18;AURKB
positive regulation of interleukin-8 production (GO:0032757)	4/61	0.3326509039880069	0.9999946032599348	0	0	1.4011474532809416	1.5421893032186391	CD74;IL6;SERPINE1;F2RL1
response to interferon-gamma (GO:0034341)	5/80	0.3350452414375319	0.9999946032599348	0	0	1.3312280701754386	1.455684192683365	CD74;IL23R;UBD;AQP4;MEFV
regulation of heterotypic cell-cell adhesion (GO:0034114)	2/25	0.3368198317228954	0.9999946032599348	0	0	1.7356631233176696	1.8887609610090248	IL1RN;THY1
negative regulation of cellular carbohydrate metabolic process (GO:0010677)	2/25	0.3368198317228954	0.9999946032599348	0	0	1.7356631233176696	1.8887609610090248	ACTN3;PLEK
positive regulation of T cell migration (GO:2000406)	2/25	0.3368198317228954	0.9999946032599348	0	0	1.7356631233176696	1.8887609610090248	SPN;CXCL10
positive regulation of vascular endothelial growth factor production (GO:0010575)	2/25	0.3368198317228954	0.9999946032599348	0	0	1.7356631233176696	1.8887609610090248	IL6;BRCA1
extracellular structure organization (GO:0043062)	12/216	0.3369520315692385	0.9999946032599348	0	0	1.1752853845674007	1.2784927160509383	ADAMTS15;ADAMTS14;COL3A1;LAMB3;CDH1;SERPINE1;COL6A3;LAMC2;ITGB7;ITGB6;MATN3;LOXL1
regulation of cytokine production involved in inflammatory response (GO:1900015)	3/43	0.33803823450060494	0.9999946032599348	0	0	1.4972426470588236	1.623903790393339	IL6;PLD4;MEFV
glutathione metabolic process (GO:0006749)	3/43	0.33803823450060494	0.9999946032599348	0	0	1.4972426470588236	1.623903790393339	GSTA2;GSTA1;DPEP1
positive regulation of neuron differentiation (GO:0045666)	3/43	0.33803823450060494	0.9999946032599348	0	0	1.4972426470588236	1.623903790393339	ECT2;NGF;BEND6
cation transmembrane transport (GO:0098655)	3/44	0.35127789456957625	0.9999946032599348	0	0	1.4606476737036278	1.528096945411196	TRPM1;SLC7A5;ATP1B1
homotypic cell-cell adhesion (GO:0034109)	3/44	0.35127789456957625	0.9999946032599348	0	0	1.4606476737036278	1.528096945411196	P2RY12;PLEK;MYL9
cell-cell junction organization (GO:0045216)	5/82	0.3541555124017859	0.9999946032599348	0	0	1.296514012303486	1.345806388238788	CDH3;CDH1;F2RL1;CDH15;CDH18
regulation of biomineral tissue development (GO:0070167)	2/26	0.3544484673014707	0.9999946032599348	0	0	1.663256383350822	1.7251167317844984	S1PR1;FBXO5
regulation of chondrocyte differentiation (GO:0032330)	2/26	0.3544484673014707	0.9999946032599348	0	0	1.663256383350822	1.7251167317844984	GDF5;LOXL2
cellular response to drug (GO:0035690)	2/26	0.3544484673014707	0.9999946032599348	0	0	1.663256383350822	1.7251167317844984	TFRC;DPEP1
regulation of monocyte chemotaxis (GO:0090025)	2/26	0.3544484673014707	0.9999946032599348	0	0	1.663256383350822	1.7251167317844984	CXCL10;SERPINE1
regulation of myelination (GO:0031641)	2/26	0.3544484673014707	0.9999946032599348	0	0	1.663256383350822	1.7251167317844984	NKX6-2;KIF14
DNA modification (GO:0006304)	2/26	0.3544484673014707	0.9999946032599348	0	0	1.663256383350822	1.7251167317844984	NEIL3;UNG
lamellipodium assembly (GO:0030032)	2/26	0.3544484673014707	0.9999946032599348	0	0	1.663256383350822	1.7251167317844984	P2RY12;S1PR1
meiosis I (GO:0007127)	2/26	0.3544484673014707	0.9999946032599348	0	0	1.663256383350822	1.7251167317844984	SGO1;MOV10L1
negative regulation of cell development (GO:0010721)	2/26	0.3544484673014707	0.9999946032599348	0	0	1.663256383350822	1.7251167317844984	IL6;IGF1
negative regulation of interleukin-1 beta production (GO:0032691)	2/26	0.3544484673014707	0.9999946032599348	0	0	1.663256383350822	1.7251167317844984	IGF1;MEFV
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)	2/26	0.3544484673014707	0.9999946032599348	0	0	1.663256383350822	1.7251167317844984	CDKN2D;CD74
positive regulation of glucose import (GO:0046326)	2/26	0.3544484673014707	0.9999946032599348	0	0	1.663256383350822	1.7251167317844984	IGF1;FGF21
negative regulation of peptidase activity (GO:0010466)	4/63	0.35460215425246694	0.9999946032599348	0	0	1.353508349819102	1.4032617063520818	SERPINB2;SERPINE1;FETUB;SERPING1
positive regulation of Ras protein signal transduction (GO:0046579)	4/63	0.35460215425246694	0.9999946032599348	0	0	1.353508349819102	1.4032617063520818	COL3A1;F2RL1;IGF1;NGF
protein O-linked glycosylation via threonine (GO:0018243)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	GALNTL6
anoikis (GO:0043276)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	DAPK2
axon regeneration (GO:0031103)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	RTN4RL2
basement membrane assembly (GO:0070831)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	LAMB3
bone resorption (GO:0045453)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	ACP5
regulation of DNA-directed DNA polymerase activity (GO:1900262)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	CHTF18
regulation of glial cell proliferation (GO:0060251)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	IL6
cellular response to leptin stimulus (GO:0044320)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	MT3
cholesterol catabolic process (GO:0006707)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	MT3
chylomicron remodeling (GO:0034371)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	APOB
cytolysis by host of symbiont cells (GO:0051838)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	KRT6A
cytolysis in other organism involved in symbiotic interaction (GO:0051801)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	KRT6A
regulation of PERK-mediated unfolded protein response (GO:1903897)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	BOK
embryonic digestive tract morphogenesis (GO:0048557)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	SIX2
endochondral ossification (GO:0001958)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	TMEM119
epithelial cell apoptotic process (GO:1904019)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	RYR2
estrogen biosynthetic process (GO:0006703)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	HSD17B14
regulation of skeletal muscle cell differentiation (GO:2001014)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	MYOCD
exonucleolytic trimming involved in rRNA processing (GO:0000459)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	EXOSC2
exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000467)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	EXOSC2
regulation of smooth muscle cell apoptotic process (GO:0034391)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	IGF1
regulation of T-helper 1 type immune response (GO:0002825)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	IL23R
glucosamine-containing compound catabolic process (GO:1901072)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	CHIT1
response to vitamin (GO:0033273)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	CDKN2D
response to vitamin D (GO:0033280)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	CDKN2D
hormone transport (GO:0009914)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	SLC7A5
interleukin-23-mediated signaling pathway (GO:0038155)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	IL23R
isoprenoid biosynthetic process (GO:0008299)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	PDSS1
skeletal muscle fiber development (GO:0048741)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	ACTA1
ketone body biosynthetic process (GO:0046951)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	BDH1
sterol catabolic process (GO:0016127)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	MT3
negative regulation of fibrinolysis (GO:0051918)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	SERPINE1
negative regulation of lipid localization (GO:1905953)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	IL6
negative regulation of mRNA 3'-end processing (GO:0031441)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	BARD1
negative regulation of protein activation cascade (GO:2000258)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	SERPING1
nucleoside triphosphate biosynthetic process (GO:0009142)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	CMPK2
nucleotide phosphorylation (GO:0046939)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	CMPK2
organic cyclic compound catabolic process (GO:1901361)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	HSD17B14
ornithine metabolic process (GO:0006591)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	ARG1
positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903589)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	FGFBP1
positive regulation of chromatin binding (GO:0035563)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	GMNN
positive regulation of DNA-directed DNA polymerase activity (GO:1900264)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	CHTF18
positive regulation of macrophage cytokine production (GO:0060907)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	CD74
positive regulation of megakaryocyte differentiation (GO:0045654)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	HMGB2
positive regulation of memory T cell differentiation (GO:0043382)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	IL23R
positive regulation of phagocytosis, engulfment (GO:0060100)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	F2RL1
positive regulation of protein kinase A signaling (GO:0010739)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	RAMP3
positive regulation of protein polyubiquitination (GO:1902916)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	SPSB4
positive regulation of synapse maturation (GO:0090129)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	CDC20
progesterone metabolic process (GO:0042448)	1/9	0.35624594104809687	0.9999946032599348	0	0	2.4943658280922434	2.574519632477964	DHRS9
extracellular matrix organization (GO:0030198)	16/300	0.36084728657742776	0.9999946032599348	0	0	1.1256206032788851	1.1473455750950543	COLGALT2;LAMB3;SERPINE1;CTRB1;LAMC2;LOXL1;LOXL2;ADAMTS15;ADAMTS14;COL3A1;CDH1;COL6A3;ITGB7;TLL1;ITGB6;MATN3
regulation of osteoblast differentiation (GO:0045667)	5/83	0.36373003978763363	0.9999946032599348	0	0	1.2798245614035089	1.2943420407054225	IL6;NOCT;TMEM119;FBXO5;IGF1
amino acid transmembrane transport (GO:0003333)	3/45	0.36448634134675173	0.9999946032599348	0	0	1.425795318127251	1.4390070234672376	SLC7A5;SLC38A1;SLC38A4
regulation of DNA repair (GO:0006282)	3/45	0.36448634134675173	0.9999946032599348	0	0	1.425795318127251	1.4390070234672376	H2AX;RADX;BRCA1
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)	4/64	0.3655808165470791	0.9999946032599348	0	0	1.3308797756747284	1.3392216128982308	CXCL10;HMGN2;CXCL14;KRT6A
regulation of blood coagulation (GO:0030193)	2/27	0.37190750653570726	0.9999946032599348	0	0	1.5966421825813222	1.5792548992486812	SERPINE1;F2RL1
regulation of vascular endothelial growth factor production (GO:0010574)	2/27	0.37190750653570726	0.9999946032599348	0	0	1.5966421825813222	1.5792548992486812	IL6;BRCA1
regulation of vasculature development (GO:1901342)	2/27	0.37190750653570726	0.9999946032599348	0	0	1.5966421825813222	1.5792548992486812	IL6;ADGRA2
response to glucocorticoid (GO:0051384)	2/27	0.37190750653570726	0.9999946032599348	0	0	1.5966421825813222	1.5792548992486812	IL1RN;IL6
L-alpha-amino acid transmembrane transport (GO:1902475)	2/27	0.37190750653570726	0.9999946032599348	0	0	1.5966421825813222	1.5792548992486812	SLC7A5;SLC38A1
negative regulation of actin filament bundle assembly (GO:0032232)	2/27	0.37190750653570726	0.9999946032599348	0	0	1.5966421825813222	1.5792548992486812	TACSTD2;RHPN2
negative regulation of catalytic activity (GO:0043086)	2/27	0.37190750653570726	0.9999946032599348	0	0	1.5966421825813222	1.5792548992486812	MT3;NES
peptide hormone secretion (GO:0030072)	2/27	0.37190750653570726	0.9999946032599348	0	0	1.5966421825813222	1.5792548992486812	IL6;GAL
positive regulation of mitotic cell cycle (GO:0045931)	2/27	0.37190750653570726	0.9999946032599348	0	0	1.5966421825813222	1.5792548992486812	CCNB1;ASNS
positive regulation of muscle cell differentiation (GO:0051149)	2/27	0.37190750653570726	0.9999946032599348	0	0	1.5966421825813222	1.5792548992486812	MYOCD;CDH15
positive regulation of striated muscle cell differentiation (GO:0051155)	2/27	0.37190750653570726	0.9999946032599348	0	0	1.5966421825813222	1.5792548992486812	MYOCD;IGF1
positive regulation of toll-like receptor signaling pathway (GO:0034123)	2/27	0.37190750653570726	0.9999946032599348	0	0	1.5966421825813222	1.5792548992486812	F2RL1;CYBA
presynaptic endocytosis (GO:0140238)	2/27	0.37190750653570726	0.9999946032599348	0	0	1.5966421825813222	1.5792548992486812	SNCG;SYT8
protein-DNA complex assembly (GO:0065004)	8/143	0.3749281789744175	0.9999946032599348	0	0	1.1833079119245962	1.1608496674085773	H2AX;H2BC14;RAD51;GMNN;HMGB2;MCM5;PADI4;CDC6
nitrogen compound transport (GO:0071705)	8/143	0.3749281789744175	0.9999946032599348	0	0	1.1833079119245962	1.1608496674085773	SLC7A5;SLC38A1;CENPF;RAMP3;AQP9;ABCG2;SLC38A4;SLC6A4
positive regulation of cellular metabolic process (GO:0031325)	6/105	0.3864591264641776	0.9999946032599348	0	0	1.209949867484114	1.1503346327106974	SFRP4;CCNB1;RAMP3;UHRF1;CDK1;MT3
alanine transport (GO:0032328)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	SLC6A17
arachidonate transport (GO:1903963)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	BDKRB2
arachidonic acid secretion (GO:0050482)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	BDKRB2
arginine metabolic process (GO:0006525)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	ARG1
regulation of cell activation (GO:0050865)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	IL6
regulation of cell-cell adhesion involved in gastrulation (GO:0070587)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	IL1RN
cell differentiation involved in metanephros development (GO:0072202)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	SIX2
regulation of DNA damage checkpoint (GO:2000001)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	WDR76
regulation of epithelial cell apoptotic process (GO:1904035)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	BOK
regulation of hair cycle (GO:0042634)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	CDH3
cellular response to purine-containing compound (GO:0071415)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	RYR2
chloride ion homeostasis (GO:0055064)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	SLC12A8
chylomicron assembly (GO:0034378)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	APOB
regulation of low-density lipoprotein particle clearance (GO:0010988)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	FGF21
regulation of macrophage migration (GO:1905521)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	P2RY12
regulation of memory T cell differentiation (GO:0043380)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	IL23R
regulation of neutrophil migration (GO:1902622)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	OLFM4
DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)	1/10	0.3869989849286769	0.9999946032599348	0	0	2.2170976007453995	2.1047643797138074	FOXM1
