Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of transcription from RNA polymerase II promoter involved in heart development (GO:1901228)	1/5	0.17074709287366324	0.8354909663955343	0	0	6.560286103542234	11.595776757923995	GREM1
postsynaptic density protein 95 clustering (GO:0097119)	1/5	0.17074709287366324	0.8354909663955343	0	0	6.560286103542234	11.595776757923995	NRXN1
protein localization to axon (GO:0099612)	1/5	0.17074709287366324	0.8354909663955343	0	0	6.560286103542234	11.595776757923995	CNTN2
regulation of NIK/NF-kappaB signaling (GO:1901222)	5/80	0.17107857562840872	0.8354909663955343	0	0	1.7525114155251142	3.094290798911152	LAPTM5;CCN3;NOD2;SASH1;NR3C2
phospholipid transport (GO:0015914)	4/59	0.17110899754532924	0.8354909663955343	0	0	1.9112050739957718	3.3741456231443663	ABCA1;ABCB4;PLTP;PITPNC1
regulation of heart rate by cardiac conduction (GO:0086091)	3/39	0.17178581994520714	0.8354909663955343	0	0	2.189093806921676	3.856103650793088	SCN3B;SCN4B;SCN1B
regulation of T cell differentiation (GO:0045580)	3/39	0.17178581994520714	0.8354909663955343	0	0	2.189093806921676	3.856103650793088	TNFRSF18;CAMK4;PRDM1
odontogenesis (GO:0042476)	3/39	0.17178581994520714	0.8354909663955343	0	0	2.189093806921676	3.856103650793088	OSR2;BMP2;AXIN2
axonogenesis (GO:0007409)	12/240	0.1748034523751582	0.8354909663955343	0	0	1.3858193200844435	2.4169978662309184	RET;EFNA3;SEMA6A;EFNB3;SEMA3C;FEZ1;NRXN1;WNT7A;CNTN2;SEMA4G;GFRA2;SCN1B
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193)	4/60	0.17839668087710642	0.8354909663955343	0	0	1.8769786984561265	3.2354338928057613	CHRM1;GNAL;ADCY4;INSL3
purinergic nucleotide receptor signaling pathway (GO:0035590)	2/21	0.17944682357723532	0.8354909663955343	0	0	2.763840022976951	4.747935444994449	C3;NT5E
autonomic nervous system development (GO:0048483)	2/21	0.17944682357723532	0.8354909663955343	0	0	2.763840022976951	4.747935444994449	NTRK1;SOX4
endocardial cushion development (GO:0003197)	2/21	0.17944682357723532	0.8354909663955343	0	0	2.763840022976951	4.747935444994449	ACVRL1;BMP2
epithelial cell development (GO:0002064)	2/21	0.17944682357723532	0.8354909663955343	0	0	2.763840022976951	4.747935444994449	WNT7B;WNT7A
regulation of transposition (GO:0010528)	2/21	0.17944682357723532	0.8354909663955343	0	0	2.763840022976951	4.747935444994449	DDX4;TEX15
linoleic acid metabolic process (GO:0043651)	2/21	0.17944682357723532	0.8354909663955343	0	0	2.763840022976951	4.747935444994449	ALOX5;ALOXE3
mitochondrial calcium ion transmembrane transport (GO:0006851)	2/21	0.17944682357723532	0.8354909663955343	0	0	2.763840022976951	4.747935444994449	SLC25A23;SLC8B1
myotube differentiation (GO:0014902)	2/21	0.17944682357723532	0.8354909663955343	0	0	2.763840022976951	4.747935444994449	ADGRB3;CACNA1H
negative regulation of response to wounding (GO:1903035)	2/21	0.17944682357723532	0.8354909663955343	0	0	2.763840022976951	4.747935444994449	RTN4R;ALOX5
positive regulation of immune system process (GO:0002684)	2/21	0.17944682357723532	0.8354909663955343	0	0	2.763840022976951	4.747935444994449	IL15;TNFRSF18
bone development (GO:0060348)	3/40	0.18099209277354647	0.8354909663955343	0	0	2.1298183429330972	3.6405026147838004	OSR2;NOTUM;LTF
fatty acid derivative biosynthetic process (GO:1901570)	3/40	0.18099209277354647	0.8354909663955343	0	0	2.1298183429330972	3.6405026147838004	BDH2;ALOX5;HMGCS2
synaptic vesicle exocytosis (GO:0016079)	3/40	0.18099209277354647	0.8354909663955343	0	0	2.1298183429330972	3.6405026147838004	UNC13B;UNC13C;UNC13A
positive regulation of wound healing (GO:0090303)	3/40	0.18099209277354647	0.8354909663955343	0	0	2.1298183429330972	3.6405026147838004	DUOX1;INSL3;DUOX2
circulatory system development (GO:0072359)	7/126	0.18196072594215448	0.8354909663955343	0	0	1.547026502908856	2.636078097206586	ACVRL1;BMP2;TH;FLRT3;MYL2;SOX4;PRICKLE4
cell-cell junction organization (GO:0045216)	5/82	0.18348562839215737	0.8354909663955343	0	0	1.7068137342109946	2.8941056844428408	ARVCF;CADM2;CDH13;NECTIN4;TJP3
positive regulation of cellular metabolic process (GO:0031325)	6/105	0.18947127523903406	0.8354909663955343	0	0	1.5933823835058403	2.650620033334315	GREM1;GADD45A;DCXR;HPN;NR1H3;WNT7A
regulation of Notch signaling pathway (GO:0008593)	5/83	0.1898100647783011	0.8354909663955343	0	0	1.6848436951176677	2.7997576147747516	ENHO;JAG2;YJEFN3;CCN3;NOD2
regulation of osteoblast differentiation (GO:0045667)	5/83	0.1898100647783011	0.8354909663955343	0	0	1.6848436951176677	2.7997576147747516	GREM1;BMP2;TNN;WNT7B;LTF
peptide metabolic process (GO:0006518)	5/83	0.1898100647783011	0.8354909663955343	0	0	1.6848436951176677	2.7997576147747516	ADAMTS13;LVRN;GSTA3;TPP1;CPZ
JNK cascade (GO:0007254)	3/41	0.19032751214732851	0.8354909663955343	0	0	2.073662640207075	3.4402248640942035	SH2D3C;NOD2;MAP3K13
regulation of cardiac muscle cell membrane repolarization (GO:0099623)	2/22	0.19286383140067564	0.8354909663955343	0	0	2.6255115961800817	4.320990519250881	SCN4B;SCN1B
regulation of macrophage chemotaxis (GO:0010758)	2/22	0.19286383140067564	0.8354909663955343	0	0	2.6255115961800817	4.320990519250881	MST1;MTUS1
mitochondrial calcium ion homeostasis (GO:0051560)	2/22	0.19286383140067564	0.8354909663955343	0	0	2.6255115961800817	4.320990519250881	SLC25A23;SLC8B1
negative regulation of lymphocyte activation (GO:0051250)	2/22	0.19286383140067564	0.8354909663955343	0	0	2.6255115961800817	4.320990519250881	LAPTM5;JAK3
positive regulation of dendritic spine development (GO:0060999)	2/22	0.19286383140067564	0.8354909663955343	0	0	2.6255115961800817	4.320990519250881	CUX2;SHANK1
protein localization to cell junction (GO:1902414)	2/22	0.19286383140067564	0.8354909663955343	0	0	2.6255115961800817	4.320990519250881	TJP3;SHANK1
skeletal system morphogenesis (GO:0048705)	3/42	0.19978173527078658	0.8354909663955343	0	0	2.0203867171080288	3.2538930800940236	OSR2;RFLNB;LTF
organonitrogen compound catabolic process (GO:1901565)	4/63	0.20085357086690808	0.8354909663955343	0	0	1.7812608685571194	2.8592427883226623	ADAMTS13;LVRN;ENPP2;TPP1
regulation of 3'-UTR-mediated mRNA stabilization (GO:1905868)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	RBM24
axo-dendritic transport (GO:0008088)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	APBA1
blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:0002043)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	ACVRL1
cardiac ventricle formation (GO:0003211)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	SOX4
regulation of excitatory synapse assembly (GO:1904889)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	WNT7A
regulation of hepatocyte proliferation (GO:2000345)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	HPN
cobalamin transport (GO:0015889)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	TCN2
regulation of macrophage apoptotic process (GO:2000109)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	NOD2
regulation of macrophage proliferation (GO:0120040)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	IL33
regulation of microtubule motor activity (GO:2000574)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	CFAP100
dermatan sulfate proteoglycan metabolic process (GO:0050655)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	CSGALNACT1
determination of liver left/right asymmetry (GO:0071910)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	CCDC40
embryonic camera-type eye morphogenesis (GO:0048596)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	TH
embryonic skeletal joint development (GO:0072498)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	OSR2
regulation of protein autoubiquitination (GO:1902498)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	SASH1
equilibrioception (GO:0050957)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	USH1G
regulation of thymocyte apoptotic process (GO:0070243)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	JAK3
glandular epithelial cell differentiation (GO:0002067)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	BMP2
glomerulus vasculature development (GO:0072012)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	PECAM1
regulation of type 2 immune response (GO:0002828)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	NOD2
regulation of ventricular cardiac muscle cell membrane depolarization (GO:0060373)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	SCN3B
glycolipid transport (GO:0046836)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	PLTP
histamine metabolic process (GO:0001692)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	SLC29A4
histone-serine phosphorylation (GO:0035404)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	MST1
retinal ganglion cell axon guidance (GO:0031290)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	PTPRM
imitative learning (GO:0098596)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	NRXN1
inner ear auditory receptor cell differentiation (GO:0042491)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	JAG2
isoleucine metabolic process (GO:0006549)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	SDS
leukocyte chemotaxis involved in inflammatory response (GO:0002232)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	ALOX5
spinal cord motor neuron differentiation (GO:0021522)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	SOX4
lipoxin metabolic process (GO:2001300)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	ALOX5
maintenance of DNA repeat elements (GO:0043570)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	AXIN2
metanephric collecting duct development (GO:0072205)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	WNT7B
mineralocorticoid biosynthetic process (GO:0006705)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	CACNA1H
type B pancreatic cell proliferation (GO:0044342)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	CCN3
vocal learning (GO:0042297)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	NRXN1
morphogenesis of an endothelium (GO:0003159)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	ACVRL1
negative regulation of amyloid precursor protein biosynthetic process (GO:0042985)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	ITM2A
negative regulation of cardiac muscle cell differentiation (GO:2000726)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	BMP2
negative regulation of CD8-positive, alpha-beta T cell activation (GO:2001186)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	VSIR
negative regulation of lens fiber cell differentiation (GO:1902747)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	SPRY1
negative regulation of myeloid cell apoptotic process (GO:0033033)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	NOD2
negative regulation of neuron migration (GO:2001223)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	TNN
negative regulation of SMAD protein signal transduction (GO:0060392)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	CCN3
neuroepithelial cell differentiation (GO:0060563)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	SOX4
neutrophil extravasation (GO:0072672)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	PECAM1
norepinephrine biosynthetic process (GO:0042421)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	TH
norepinephrine transport (GO:0015874)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	SLC29A4
oxygen homeostasis (GO:0032364)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	WNT7B
pentose-phosphate shunt, non-oxidative branch (GO:0009052)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	SHPK
peroxisome proliferator activated receptor signaling pathway (GO:0035357)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	ALOXE3
positive regulation of animal organ morphogenesis (GO:0110110)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	BMP2
positive regulation of antigen processing and presentation (GO:0002579)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	NOD2
positive regulation of dendritic cell antigen processing and presentation (GO:0002606)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	NOD2
positive regulation of gap junction assembly (GO:1903598)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	IRX3
postsynaptic density assembly (GO:0097107)	1/6	0.20122971585152857	0.8354909663955343	0	0	5.247956403269755	8.414091317145632	NRXN1
dephosphorylation (GO:0016311)	8/153	0.20188886071449302	0.8354909663955343	0	0	1.4510268937058293	2.3216980637172524	PTPRT;PLPPR3;ALPL;PTPRM;PPEF1;DUSP15;DUSP26;DUSP13
regulation of interferon-gamma-mediated signaling pathway (GO:0060334)	2/23	0.20640402846664055	0.8354909663955343	0	0	2.5003573052686288	3.945363118533384	NLRC5;NR1H3
regulation of toll-like receptor 4 signaling pathway (GO:0034143)	2/23	0.20640402846664055	0.8354909663955343	0	0	2.5003573052686288	3.945363118533384	NR1H3;LTF
positive regulation of cholesterol efflux (GO:0010875)	2/23	0.20640402846664055	0.8354909663955343	0	0	2.5003573052686288	3.945363118533384	NR1H3;PLTP
positive regulation of interleukin-17 production (GO:0032740)	2/23	0.20640402846664055	0.8354909663955343	0	0	2.5003573052686288	3.945363118533384	IL15;NOD2
regulation of cytokine production involved in inflammatory response (GO:1900015)	3/43	0.20934457951450902	0.8354909663955343	0	0	1.9697745901639345	3.080281657325909	ALOX5;APOD;NOD2
lipid modification (GO:0030258)	3/43	0.20934457951450902	0.8354909663955343	0	0	1.9697745901639345	3.080281657325909	PLPPR3;DGKA;ALOX5
negative regulation of angiogenesis (GO:0016525)	5/87	0.21584465660242688	0.8354909663955343	0	0	1.6023220848646842	2.4566743118394636	EFNA3;SEMA6A;YJEFN3;ALOX5;PTPRM
regulation of cell motility (GO:2000145)	7/133	0.21802340521488345	0.8354909663955343	0	0	1.460546398046398	2.22463542128048	DUOX1;SPOCK2;DUOXA2;FGF18;ENPP2;SRCIN1;DUOX2
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	7/133	0.21802340521488345	0.8354909663955343	0	0	1.460546398046398	2.22463542128048	ACVRL1;BMP2;BMP8A;INHBB;GDF6;DUSP15;GDF7
cardiac ventricle morphogenesis (GO:0003208)	3/44	0.2190060401090814	0.8354909663955343	0	0	1.9216313474610156	2.9182969163066836	SFRP2;MYL2;SOX4
positive regulation of osteoblast differentiation (GO:0045669)	3/44	0.2190060401090814	0.8354909663955343	0	0	1.9216313474610156	2.9182969163066836	BMP2;WNT7B;LTF
amino acid import across plasma membrane (GO:0089718)	2/24	0.2200402872798303	0.8354909663955343	0	0	2.3865806771673075	3.6131509892706744	SLC7A2;SLC7A3
cardiac muscle cell differentiation (GO:0055007)	2/24	0.2200402872798303	0.8354909663955343	0	0	2.3865806771673075	3.6131509892706744	BMP2;IRX3
regulation of cytokine production involved in immune response (GO:0002718)	2/24	0.2200402872798303	0.8354909663955343	0	0	2.3865806771673075	3.6131509892706744	LAPTM5;NOD2
lipid translocation (GO:0034204)	2/24	0.2200402872798303	0.8354909663955343	0	0	2.3865806771673075	3.6131509892706744	ABCA1;ABCB4
wound healing, spreading of cells (GO:0044319)	2/24	0.2200402872798303	0.8354909663955343	0	0	2.3865806771673075	3.6131509892706744	ACVRL1;WNT7A
negative regulation of protein tyrosine kinase activity (GO:0061099)	2/24	0.2200402872798303	0.8354909663955343	0	0	2.3865806771673075	3.6131509892706744	CBLC;SRCIN1
extracellular matrix disassembly (GO:0022617)	4/66	0.22409503145101667	0.8354909663955343	0	0	1.6948060544547903	2.5348961114232837	SCUBE3;KIF9;MMP15;HPN
cellular response to growth factor stimulus (GO:0071363)	8/158	0.22617028901445918	0.8354909663955343	0	0	1.402292526364053	2.084461666070763	ACVRL1;NTRK1;BMP2;CLEC3B;SEMA6A;PLK5;WNT7A;SOX5
action potential (GO:0001508)	3/45	0.2287563057669133	0.8354909663955343	0	0	1.8757806401249024	2.766960287592043	CHRNA4;SCN3B;CACNA1H
microtubule bundle formation (GO:0001578)	3/45	0.2287563057669133	0.8354909663955343	0	0	1.8757806401249024	2.766960287592043	CFAP46;NCKAP5;CCDC40
neural crest cell development (GO:0014032)	3/45	0.2287563057669133	0.8354909663955343	0	0	1.8757806401249024	2.766960287592043	SEMA6A;SEMA3C;SEMA4G
positive regulation of nervous system development (GO:0051962)	3/45	0.2287563057669133	0.8354909663955343	0	0	1.8757806401249024	2.766960287592043	CUX2;NRXN1;WNT7A
collagen fibril organization (GO:0030199)	5/89	0.22926164624769801	0.8354909663955343	0	0	1.5640084801043705	2.303614589229015	GREM1;COL22A1;COL20A1;COL8A1;COL9A3
adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	GNAL
aldehyde biosynthetic process (GO:0046184)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	CACNA1H
regulation of aldosterone biosynthetic process (GO:0032347)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	BMP2
AV node cell action potential (GO:0086016)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SCN4B
regulation of blood-brain barrier permeability (GO:1905603)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	TJP3
regulation of bone remodeling (GO:0046850)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	GREM1
regulation of cardiac muscle cell membrane potential (GO:0086036)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SLC8B1
calcium ion export (GO:1901660)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SLC8B1
regulation of cilium beat frequency (GO:0003356)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	CCDC40
catecholamine uptake (GO:0090493)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SLC29A4
cation homeostasis (GO:0055080)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SLC4A11
regulation of cortisol biosynthetic process (GO:2000064)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	BMP2
cellular hypotonic response (GO:0071476)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SLC4A11
cellular ion homeostasis (GO:0006873)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SLC4A11
cellular nitrogen compound catabolic process (GO:0044270)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	PM20D1
regulation of endothelial cell chemotaxis to fibroblast growth factor (GO:2000544)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	FGF18
cellular response to caffeine (GO:0071313)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	CASQ2
cellular response to interleukin-18 (GO:0071351)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	ALOX5
regulation of glial cell apoptotic process (GO:0034350)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	PRKCH
regulation of lens fiber cell differentiation (GO:1902746)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SPRY1
complement activation, alternative pathway (GO:0006957)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	C3
regulation of MHC class I biosynthetic process (GO:0045343)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	NLRC5
regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902108)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	STPG1
regulation of morphogenesis of an epithelium (GO:1905330)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	RNF207
determination of digestive tract left/right asymmetry (GO:0071907)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	CCDC40
dopamine transport (GO:0015872)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SLC29A4
dorsal aorta development (GO:0035907)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	ACVRL1
dorsal aorta morphogenesis (GO:0035912)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	ACVRL1
regulation of phospholipid transport (GO:2001138)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	ABCB4
endothelial cell morphogenesis (GO:0001886)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	COL22A1
regulation of striated muscle cell differentiation (GO:0051153)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	RBM24
regulation of T-helper 1 cell differentiation (GO:0045625)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	JAK3
G protein-coupled receptor internalization (GO:0002031)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SAG
gas homeostasis (GO:0033483)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	WNT7B
regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation (GO:0003256)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	GREM1
Golgi disassembly (GO:0090166)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	PLK5
response to alkaloid (GO:0043279)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	TRPV1
response to caffeine (GO:0031000)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	CASQ2
heme transport (GO:0015886)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	FLVCR2
hemostasis (GO:0007599)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	VWF
hypotonic response (GO:0006971)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SLC4A11
interleukin-18-mediated signaling pathway (GO:0035655)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	ALOX5
SA node cell action potential (GO:0086015)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SCN3B
iron coordination entity transport (GO:1901678)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	LTF
iron import into cell (GO:0033212)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	LTF
keratinocyte proliferation (GO:0043616)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	CDH13
smooth muscle cell migration (GO:0014909)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	CCN3
late nucleophagy (GO:0044805)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	ATG9B
lipoxin biosynthetic process (GO:2001301)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	ALOX5
lymphoid progenitor cell differentiation (GO:0002320)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SOX4
synaptic transmission, dopaminergic (GO:0001963)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	TH
maintenance of protein location in extracellular region (GO:0071694)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	NBL1
metanephric nephron tubule development (GO:0072234)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	WNT7B
mitral valve development (GO:0003174)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SOX4
negative regulation of axon regeneration (GO:0048681)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	RTN4R
negative regulation of cardiocyte differentiation (GO:1905208)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	BMP2
negative regulation of cytoplasmic translation (GO:2000766)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	RBM24
negative regulation of digestive system process (GO:0060457)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	NR1H3
negative regulation of interferon-gamma-mediated signaling pathway (GO:0060336)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	NR1H3
negative regulation of nervous system process (GO:0031645)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	CCN3
negative regulation of protein import (GO:1904590)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	APOD
negative regulation of protein import into nucleus (GO:0042308)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	APOD
negative regulation of protein kinase activity by regulation of protein phosphorylation (GO:0044387)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	DUSP26
negative regulation of response to interferon-gamma (GO:0060331)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	NR1H3
negative regulation of steroid metabolic process (GO:0045939)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	BMP2
negative regulation of T cell apoptotic process (GO:0070233)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	JAK3
noradrenergic neuron differentiation (GO:0003357)	1/7	0.2305932921989076	0.8354909663955343	0	0	4.373069936421435	6.415729854361446	SOX4
