Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Gamma (PP) Cells	4/128	0.8656904185364578	0.9987800129401172	0	0	0.6418031952783149	0.09256593907093655	STMN2;AQP4;ATP1B1;SYT7
Purkinje Neurons	5/155	0.8678451347543529	0.9987800129401172	0	0	0.6629824561403509	0.0939724569257419	RAB3C;STMN2;SLC17A6;RGS8;ELAVL3
T Cells Naive	3/102	0.8709708314985332	0.9987800129401172	0	0	0.6030685001273236	0.08331197817302942	TRAC;LTB;SNX20
Reticulocytes	3/103	0.8751754875435889	0.9987800129401172	0	0	0.5970063025210084	0.07959936107834871	TFRC;INCENP;NCAPD2
Trophoblast Progenitor Cells	3/103	0.8751754875435889	0.9987800129401172	0	0	0.5970063025210084	0.07959936107834871	IL1RN;KRT23;PTPN6
Sertoli Cells	5/158	0.8782518814756524	0.9987800129401172	0	0	0.6498796009631923	0.08436856917436134	BCAR3;HSPB6;OLFML3;SERPING1;BOK
Noradrenergic Neurons	3/104	0.8792582421737286	0.9987800129401172	0	0	0.5910641484316499	0.07605614484775972	FGL1;FETUB;DLK1
Serotonergic Neurons	3/104	0.8792582421737286	0.9987800129401172	0	0	0.5910641484316499	0.07605614484775972	GSTA1;APOB;SLC6A4
Paneth Cells	4/132	0.8807687345747749	0.9987800129401172	0	0	0.6216154048370137	0.07892041041869437	GPA33;MUC13;ALPI;OLFM4
Ionocytes	3/107	0.8908026830017026	0.9987800129401172	0	0	0.5739233193277311	0.06636409163209321	SCGB1A1;ATP1B1;FER1L6
Pinealocytes	3/107	0.8908026830017026	0.9987800129401172	0	0	0.5739233193277311	0.06636409163209321	CHRNB4;ATCAY;KCNJ14
Tuft Cells	4/136	0.8943549338713063	0.9987800129401172	0	0	0.6026511168467005	0.06728754290334815	IL1RN;AQP9;FGL2;IL13RA1
Myeloid-derived Suppressor Cells	3/112	0.9078590589553112	0.9987800129401172	0	0	0.5474520083262663	0.05292006910991843	AQP9;PLEK;SNX20
Radial Glia Cells	3/114	0.9139780338977302	0.9987800129401172	0	0	0.5375312287076993	0.04835025713682769	PDGFD;STMN2;AQP4
Megakaryocytes	4/143	0.9148809734796068	0.9987800129401172	0	0	0.5720899620997209	0.05089387006178733	IL6;AQP9;PLEK;SNX20
Adipocyte Progenitor Cells	3/115	0.9168968267252999	0.9987800129401172	0	0	0.532703706482593	0.046217546599544544	ADAMTS15;COL3A1;PCDH18
Cajal-Retzius Cells	5/174	0.92267169976219	0.9987800129401172	0	0	0.5878542510121457	0.04731156589769563	RIPOR2;STMN2;SLC17A6;GDF5;ELAVL3
Dopaminergic Neurons	3/119	0.9276901209924288	0.9987800129401172	0	0	0.5142259490002897	0.03859652615084133	STMN2;SLC17A6;ELAVL3
Plasmacytoid Dendritic Cells	4/150	0.9317713887424279	0.9987800129401172	0	0	0.5444593290408078	0.03847573504231122	CDH1;PLEK;BLNK;SNX20
Neutrophils	4/151	0.9339199318970732	0.9987800129401172	0	0	0.540726911164045	0.03696656301153569	AQP9;PLEK;MEFV;SNX20
Chromaffin Cells	3/122	0.9349235845189044	0.9987800129401172	0	0	0.5011828260716051	0.03372483334539327	RAB3C;SERPINE1;STMN2
Neurons	9/289	0.9375292937579895	0.9987800129401172	0	0	0.6375906070673513	0.0411292325959814	RYR2;RAB3C;SLC6A17;MAP7D2;STMN2;SLC17A6;IGF1;ELAVL3;NRGN
Oxyphil Cells	2/94	0.9429184700820743	0.9987800129401172	0	0	0.4323418039144121	0.025411087585935136	BTNL9;RYR2
Eosinophils	3/127	0.9455116477947163	0.9987800129401172	0	0	0.4808467741935484	0.026941398421134972	PLEK;C3AR1;SNX20
Glomus Cells	3/127	0.9455116477947163	0.9987800129401172	0	0	0.4808467741935484	0.026941398421134972	TENM3;THY1;NES
Melanocytes	3/133	0.956099565019511	0.9987800129401172	0	0	0.4585084033613445	0.02058392038634695	TRPM1;IL24;LOXL2
Proximal Tubule Cells	4/164	0.9567731124687343	0.9987800129401172	0	0	0.4964511041009464	0.021937676695996274	GSTA2;GSTA1;APOB;AGXT
Alpha Cells	3/136	0.9606401933424599	0.9987800129401172	0	0	0.44809502748467805	0.017993412085161656	RAB3C;STMN2;SYT7
Ependymal Cells	3/136	0.9606401933424599	0.9987800129401172	0	0	0.44809502748467805	0.017993412085161656	MYB;SCGB1A1;AQP4
Olfactory Epithelial Cells	6/226	0.9617646178481339	0.9987800129401172	0	0	0.5410000957946164	0.02109117992623612	METRN;S100A5;FETUB;CKB;CYB561;SYT7
Ciliated Cells	2/104	0.9620078209130568	0.9987800129401172	0	0	0.38974960393391356	0.015096053900533955	CCDC187;SCGB1A1
Epsilon Cells	3/138	0.9634181393131865	0.9987800129401172	0	0	0.4414098972922502	0.016450356581956517	OLFML3;KRT8;APOB
Spermatocytes	2/106	0.9650081714735683	0.9987800129401172	0	0	0.38221406086044074	0.013613971727019064	SPZ1;GOT1L1
Crypt Cells	2/110	0.9703398047423907	0.9987800129401172	0	0	0.36798025727721423	0.011079500883230255	TMEM132C;OLFM4
Retinal Progenitor Cells	2/112	0.9727029555971455	0.9987800129401172	0	0	0.3612515501287799	0.009998189567640644	RGS8;ELAVL3
B Cells Memory	3/147	0.9737839101258557	0.9987800129401172	0	0	0.413624824929972	0.010988298422593185	PLEK;LTB;SNX20
Choroid Plexus Cells	2/117	0.9778424405692612	0.9987800129401172	0	0	0.345453715954195	0.007740486634126759	ATP1B1;SYT7
Intercalated Cells	2/118	0.9787514482572827	0.9987800129401172	0	0	0.3424575749900496	0.00735515036686602	NEK5;AP1S3
Hemangioblasts	1/97	0.9914123231867232	0.9987800129401172	0	0	0.20690295248078266	0.0017844890093132652	SPTA1
Endothelial Cells (Blood Brain Barrier)	1/113	0.9960895780767592	0.9987800129401172	0	0	0.17719564240790656	6.942680517078544E-4	ABCG2
Taste Receptor Cells	1/115	0.9964558776628119	0.9987800129401172	0	0	0.1740685571370775	6.180160718812834E-4	TAS1R2
Podocytes	2/184	0.9987800129401172	0.9987800129401172	0	0	0.2175086193973917	2.6551969932915234E-4	NPR3;LOXL2
