Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Adipocyte Progenitor Cells	2/115	0.927883620926745	0.995856686079458	0	0	0.4624467275954074	0.034613657792545355	CPZ;PDGFRL
NK Cells	3/157	0.9312866722639911	0.995856686079458	0	0	0.5085959122844369	0.036205992150745624	HSD11B1;PARVG;CD33
Natural Killer T Cells	2/118	0.9342103020226977	0.995856686079458	0	0	0.4504163334431011	0.030652499532665557	PARVG;RORA
T Cells	3/165	0.944701530000867	0.995856686079458	0	0	0.48327767658368753	0.027491851175378428	PARVG;RORA;IFIT3
Plasma Cells	3/166	0.9461959766148511	0.995856686079458	0	0	0.4802876395454088	0.02656258068201998	IGHE;PRDM1;BHLHA15
Myoblasts	2/126	0.9486089304798316	0.995856686079458	0	0	0.4211811820622277	0.022220951078136122	POSTN;RBM24
Pulmonary Alveolar Type I Cells	2/131	0.9560256223949947	0.995856686079458	0	0	0.4047505737280159	0.01820186183142073	CLIC5;CYP4B1
Paneth Cells	2/132	0.9573807235924171	0.995856686079458	0	0	0.4016161192150278	0.017492043215671705	NOD2;PPP1R14D
T Memory Cells	2/133	0.95869579282265	0.995856686079458	0	0	0.3985295189694136	0.01681055988360098	PARVG;DGKA
Tuft Cells	2/136	0.9624117418930406	0.995856686079458	0	0	0.38954613019486467	0.01492464729134841	ALOX5;ESPN
Satellite Cells	2/139	0.96580564885788	0.995856686079458	0	0	0.38095617450533253	0.013254477385836877	KCNS3;SPRY1
Endothelial Cells (Aorta)	3/185	0.9683342269131319	0.995856686079458	0	0	0.4297198702936408	0.013827515485159893	POSTN;FGD5;ITGA9
T Helper Cells	2/148	0.9743091303725097	0.995856686079458	0	0	0.35730437870264814	0.00929943364334792	PTGDR2;RORA
Osteocytes	1/98	0.9747357118581238	0.995856686079458	0	0	0.26922104553498694	0.006889072966965944	IL17RD
Erythroid-like And Erythroid Precursor Cells	2/153	0.9781094859052982	0.995856686079458	0	0	0.34538275977340693	0.007644586797118307	ACRBP;CD55
T Cells Naive	1/102	0.9782660664394781	0.995856686079458	0	0	0.25850486956052554	0.005680281147046863	PARVG
Dendritic Cells	3/199	0.9787977259721904	0.995856686079458	0	0	0.3987328537972566	0.008544952992939267	PARVG;CD180;LAPTM5
Serotonergic Neurons	1/104	0.9798419096001194	0.995856686079458	0	0	0.25345890320361897	0.0051614464993017155	ANXA13
Red Pulp Macrophages	1/110	0.9839170940519825	0.995856686079458	0	0	0.23943204259680523	0.0038820648214176337	NR1H3
Basophils	2/169	0.9869542398810026	0.995856686079458	0	0	0.31203078154740993	0.004097464490378727	H2AC6;CD33
Embryonic Stem Cells	2/176	0.9896218951733293	0.995856686079458	0	0	0.29936805130858857	0.003123107162618127	PECAM1;IL17RD
Alveolar Macrophages	1/123	0.9901426963384375	0.995856686079458	0	0	0.2137736186179479	0.002117686043119859	LAPTM5
Erythroblasts	1/124	0.9905070983467024	0.995856686079458	0	0	0.21202454531357304	0.002022342364835972	ACRBP
Gamma Delta T Cells	1/146	0.995856686079458	0.995856686079458	0	0	0.1796485953208682	7.458868166869E-4	PTGDS
